,data
407,"Gakkyusha Learning CentreAddress: 123 Penang Road #02-12 Regency House , Singapore 238465 Tel: 65341939		Fax: 	Email: miura@singnet.com.sgSupervisor: Koji Miura		Main Curriculum: ENRICHMENT"
408,"Galleria Music SchoolAddress: 2 Sin Ming Road #01-08 Sin Ming Plaza Tower 1 , Singapore 575583 Tel: 64548622		Fax: 64549206	Email: elvintan@galleria-music.com.sgSupervisor: Tan Tee Beng		Main Curriculum: FINE ARTS"
409,"Ganada Korean Language CentreAddress: 420 North Bridge Road #02-20 North Bridge Centre , Singapore 188727 Tel: 63364255		Fax: 	Email: gndkls@gmail.comSupervisor: Kim Young Ae (Mdm)		Main Curriculum: LINGUISTICS"
410,"GC Tuition Centre (Tampines Branch)Address: Blk 201D Tampines Street 21 #03-1147  , Singapore 524201 Tel: 67886776		Fax: 67887117	Email: gcn@singnet.comSupervisor: Edison Ngo Ghreng Chuan		Main Curriculum: TUTORIAL"
411,"Gems Montessori Learning CentreAddress: 2 Pandan Valley #01-210 Acacia Court , Singapore 597626 Tel: 64655096		Fax: 64655096	Email: maylyeo@singnet.com.sgSupervisor: Yeo May Ling (Miss)		Main Curriculum: ENRICHMENT"
412,"Gems Tutorial Centre (Yishun) [fka Gem Learning Centre]Address: Blk 418 Yishun Avenue 11 #01-389  , Singapore 760418 Tel: 67544586		Fax: 	Email: gemlearning@gmail.comSupervisor: Wu Jinghao, Dennis		Main Curriculum: TUTORIAL"
413,"General Learning CentreAddress: Blk 915 Tampines Street 91 #01-47  , Singapore 520915 Tel: 62508581		Fax: 	Email: admin.office@glc.schoolSupervisor: Teh Chai Siang		Main Curriculum: TUTORIAL"
414,"Genie Education HubAddress: Blk 265 Bukit Batok East Avenue 4 #01-393  , Singapore 650265 Tel: 91817689		Fax: 	Email: genie.edu.hub@hotmail.comSupervisor: Lam Wing Sze (Miss)		Main Curriculum: TUTORIAL"
415,"Genius Farm Learners' HubAddress: Blk 665A Punggol Drive #01-03 Waterway Woodcress , Singapore 821665 Tel: 66127517		Fax: 	Email: geniusfarm@yahoo.com.sgSupervisor: Tan Zhenyoung, Raymond		Main Curriculum: TUTORIAL"
416,"Genius Plus AcademyAddress: 587 Bukit Timah Road #03-30 Coronation Plaza , Singapore 269707 Tel: 97363029		Fax: 	Email: eileen@tuitiongenius.comSupervisor: Beh Xiao Hui (Mdm)		Main Curriculum: TUTORIAL"
417,"Geno House Tuition and Enrichment CentreAddress: 5 Ang Mo Kio Central 2 #03-03 Djitsun Mall , Singapore 569663 Tel: 64594061		Fax: 	Email: enquiries@genohouse.comSupervisor: Chang Jia Xin, Blyss (Ms)		Main Curriculum: TUTORIAL"
418,"Gen-Y Education CentreAddress: Blk 201B Tampines Street 21 #01-1067 (2nd Storey)  , Singapore 522201 Tel: 67869818		Fax: 67843818	Email: siewngan@hotmail.comSupervisor: Zhu Peiling (Ms)		Main Curriculum: TUTORIAL"
419,"GEOS Language CentreAddress: 178 Clemenceau Avenue #01-00 Haw Par Glass Tower , Singapore 239926 Tel: 67346833		Fax: 67386819	Email: ebenlau@geosing.com.sgSupervisor: Lau Wee Kok		Main Curriculum: LINGUISTICS"
420,"Gifted and Talented Education CentreAddress: (Main) 30 East Coast Road #02-23/24/25/26 Village Hotel Katong , Singapore 428751 Tel: 64671369		Fax: 	Email: yulihong888@yahoo.com.sgSupervisor: Yu Lihong (Mdm)		Main Curriculum: ENRICHMENT"
421,"Gifted and Talented Education CentreAddress: 1 Jalan Anak Bukit #02-23 Bukit Timah Plaza , Singapore 588996 Tel: 64671369		Fax: 	Email: yulihong888@yahoo.com.sgSupervisor: Yu Lihong (Mdm)		Main Curriculum: ENRICHMENT"
422,"Gifted and Talented Education CentreAddress: Blk 72 Loewen Road #02-07  , Singapore 248848 Tel: 64671369		Fax: 	Email: yulihong888@yahoo.com.sgSupervisor: Yu Lihong (Mdm)		Main Curriculum: ENRICHMENT"
423,"Global Achievers Education CentreAddress: Blk 242 Jurong East Street 24 #01-625  , Singapore 600242 Tel: 65691200		Fax: 	Email: info@globalachieversedu.comSupervisor: Satya Mohan Kodavatiganti (Dr)		Main Curriculum: TUTORIAL"
424,"Global Language AcademyAddress: 102 Guillemard Road #02-01 Singapore Badminton Association Building , Singapore 399719 Tel: 62554230		Fax: 	Email: ganesh@whitelodge.com.sgSupervisor: Ganesh Kanapathy Junior		Main Curriculum: LINGUISTICS"
425,"Global Top Education CentreAddress: 170 Upper Bukit Timah Road #03-29/72 Bukit Timah Shopping Centre , Singapore 588179 Tel: 64673250		Fax: 64651565	Email: shkim1090@hanmail.comSupervisor: Kim Sun Hee (Mrs)		Main Curriculum: TUTORIAL"
426,"Glorious Future Education CentreAddress: Blk 41 Sims Drive #01-277  , Singapore 380041 Tel: 68422596		Fax: 66410087	Email: gf-student-care@hotmail.comSupervisor: Wei Ying (Ms)		Main Curriculum: ENRICHMENT"
427,"GNK Education CentreAddress: 170 Upper Bukit Timah Road #03-74K Bukit Timah Shopping Centre , Singapore 588179 Tel: 64634980		Fax: 	Email: gnk.education.centre@gmail.comSupervisor: Kon Wai Kong		Main Curriculum: TUTORIAL"
428,"Goethe-Institut (Singapore Branch)Address: 136 & 138 Neil Road  , Singapore 088865 Tel: 67354555		Fax: 67354666	Email: Administration-singapore@goethe.deSupervisor: Goh Renate nee Ullrich (Mrs)		Main Curriculum: LINGUISTICS"
429,"Golden Microphone Language CentreAddress: Blk 204 Bedok North Street 1 #01-425 (2nd Storey)  , Singapore 460204 Tel: 64011938		Fax: 	Email: lc.shicheng@gmail.comSupervisor: Liu Chang (Mdm)		Main Curriculum: LINGUISTICS"
430,"Good School Learning HubAddress: 1026A Upper Serangoon Road  , Singapore 534764 Tel: 66356047		Fax: 	Email: goodschoollearninghub@gmail,comSupervisor: Zhang Zheying		Main Curriculum: TUTORIAL"
431,"Grace & Joy Tuition CentreAddress: Blk 256 Bishan Street 22 #B1-472  , Singapore 570256 Tel: 64590233		Fax: 	Email: Supervisor: Ng Lay Kheng (Mdm)		Main Curriculum: TUTORIAL"
432,"Grade Builder Education CentreAddress: 1 Marine Parade Central #12-05 Parkway Centre , Singapore 449408 Tel: 63567636		Fax: 	Email: alvin@gradebuilder.com.sgSupervisor: Lee Tian Lian		Main Curriculum: TUTORIAL"
433,"Gramercy Music SchoolAddress: Blk 43 Jalan Merah Saga #01-72  , Singapore 278115 Tel: 67772585		Fax: 67771207	Email: gra_mercy@yahoo.comSupervisor: Mabel Teh Pek Cheong (Mdm)		Main Curriculum: FINE ARTS"
434,"GRAM's Learning CentreAddress: 144 Upper Bukit Timah Road #02-15 Beauty World Centre , Singapore 588177 Tel: 64671258		Fax: 	Email: enquiries@gramslearning.co.sgSupervisor: Zhu Yukuang (Miss)		Main Curriculum: ENRICHMENT"
435,"Green House Language CentreAddress: Blk 212 Bishan Street 23 #B1-257  , Singapore 570212 Tel: 64595955		Fax: 	Email: Supervisor: Lai Siew Min (Mdm)		Main Curriculum: LINGUISTICS"
436,"Greenish Learning CentreAddress: Blk 144 Teck Whye Lane #01-217  , Singapore 680144 Tel: 67666893		Fax: 67666893	Email: Supervisor: Ang Suat Lee (Mdm)		Main Curriculum: TUTORIAL"
437,"Greenish Learning Centre (Jurong East)Address: Blk 350 Jurong East Avenue 1 #01-1233 (2nd Floor)  , Singapore 600350 Tel: 65695051		Fax: 67666893	Email: Supervisor: Ang Suat Lee (Mdm)		Main Curriculum: TUTORIAL"
438,"Greenish Learning Centre (Kingston Terrace)Address: 14D Jalan Masjid #01-03  , Singapore 418935 Tel: 67428696		Fax: 67428696	Email: enquiry@greenishlearning.comSupervisor: Ang Suat Lee (Mdm)		Main Curriculum: TUTORIAL"
439,"Greenridge Music SchoolAddress: Blk 524A Jelapang Road #03-07 Greenridge Shopping Centre , Singapore 671524 Tel: 67630209		Fax: 67630654	Email: course@greenridgemusic.com.sgSupervisor: Lee Kok Yam (Mdm)		Main Curriculum: FINE ARTS"
440,"Greentree School of EducationAddress: 1 Selegie Road #06-12/13 Paradiz Centre , Singapore 188306 Tel: 63389801		Fax: 63389801	Email: greentree@oacific.net.sgSupervisor: Soh Chian Mui (Ms)		Main Curriculum: OTHERS"
441,"Growan Learning CentreAddress: 1 Marine Parade Central #03-09 Parkway Centre , Singapore 449408 Tel: 64408316		Fax: 63449344	Email: info@growan.comSupervisor: Chen Lay Kheng (Ms)		Main Curriculum: ENRICHMENT"
442,"Growing Learners Education HubAddress: Blk 442 Clementi Avenue 3 #01-83 (2nd Storey)  , Singapore 120442 Tel: 62556788		Fax: 	Email: growinglearners.sg@gmail.comSupervisor: Lee Kai Wei (Miss)		Main Curriculum: TUTORIAL"
443,"Han Language CentreAddress: Blk 845 Yishun Street 81 #02-184  , Singapore 760845 Tel: 64827476		Fax: 67567069	Email: enquiry@hanlanguage.edu.sgSupervisor: Ooi Ching Ya (Mdm)		Main Curriculum: LINGUISTICS"
444,"Han Language Centre (Chua Chu Kang)Address: 35 Teck Whye Avenue #02-02 Chua Chu Kang Community Club , Singapore 688892 Tel: 68926268		Fax: 68922362	Email: cck@hanlanguage.edu.sgSupervisor: Ann Jong Juan		Main Curriculum: LINGUISTICS"
445,"Han Language Centre (Queenstown)Address: Blk 171 Stirling Road #01-1115  , Singapore 140171 Tel: 64733767		Fax: 64733764	Email: queenstown@hanlanguage.edu.sgSupervisor: Wang Jing (Miss)		Main Curriculum: LINGUISTICS"
446,"Han Language Centre (Sembawang)Address: 2 Sembawang Crescent #02-04 The Jelutung Community Club , Singapore 757632 Tel: 67574988		Fax: 67574788	Email: henglk@singnet.com.sgSupervisor: Ann Jong Juan		Main Curriculum: LINGUISTICS"
447,"Han Language Centre (Serangoon) Campus IIAddress: 6A Maju Avenue  , Singapore 556684 Tel: 62869808		Fax: 62869733	Email: serangoon@hanlanguage.edu.sgSupervisor: Ng Lim @ Hwang Lim (Mdm)		Main Curriculum: LINGUISTICS"
448,"Han Language Centre (Tampines)Address: 2 Tampines Street 41 #01-04 Tampines North Community Club , Singapore 529204 Tel: 67829158		Fax: 67823850	Email: tampines@hanlanguage.edu.sgSupervisor: Lim Beng Tek		Main Curriculum: LINGUISTICS"
449,"Han Language Centre (Tampines-Simei)Address: 3 Simei Street 6 #06-07 Eastpoint Mall , Singapore 528833 Tel: 67872860		Fax: 65384997	Email: simei@hanlanguage.edu.sgSupervisor: Lim Beng Tek		Main Curriculum: LINGUISTICS"
450,"Han Language Centre (Thomson)Address: 221A Upper Thomson Road Thomson Ridge Estate , Singapore 574353 Tel: 64512489		Fax: 64512752	Email: thomson@hanlanguage.edu.sgSupervisor: Wang Jing (Miss)		Main Curriculum: LINGUISTICS"
451,"Han Language Centre (Woodlands)Address: 900 South Woodlands Drive #05-08 Woodlands Civic Centre , Singapore 730900 Tel: 68938892		Fax: 68936629	Email: woodlands@hanlanguage.com.sgSupervisor: Heng Li Koon (Ms)		Main Curriculum: LINGUISTICS"
452,"Han Language Centre @ CityAddress: 149 Rochor Road #04-03 Fu Lu Shou Complex , Singapore 188425 Tel: 63392826		Fax: 63397179	Email: city@hanlanguage.edu.sgSupervisor: Ann Jong Juan		Main Curriculum: LINGUISTICS"
453,"Han Language Centre @Holland VillageAddress: Blk 36 Holland Drive #03-03 Buona Vista Community Club , Singapore 270036 Tel: 67780083		Fax: 67785303	Email: hollandv@hanlanguage.edu.sgSupervisor: Yap Oi Foong (Mdm)		Main Curriculum: LINGUISTICS"
454,"Han Lao Shi Tuition CentreAddress: 420 North Bridge Road #04-29 North Bridge Centre , Singapore 188727 Tel: 92373067		Fax: 	Email: wanzaishuizhongyang1203@hotmail.comSupervisor: Li Huaizhi		Main Curriculum: TUTORIAL"
455,"Hanbridge Learning HubAddress: 231 Mountbatten Road #01-01/02 Block F , Singapore 397999 Tel: 65130691		Fax: 65130697	Email: monica@hanbridge.edu.sgSupervisor: Xia Dong, Maggie (Mdm)		Main Curriculum: LINGUISTICS"
456,"Hangeul Korean Language SchoolAddress: 51 Middle Road  , Singapore 188959 Tel: 63379949		Fax: 63365955	Email: contact@hangeul.com.sgSupervisor: Park Jongchul		Main Curriculum: LINGUISTICS"
457,"Hanlin Language SchoolAddress: 1 Woodlands Road #02-05 Junction 10 , Singapore 677899 Tel: 67670420		Fax: 	Email: hanlinschool@gmail.comSupervisor: Lim Bing Sheng, Wilfred		Main Curriculum: LINGUISTICS"
458,"Hanok Korean Language SchoolAddress: Blk 131 Jurong Gateway Road #04-257  , Singapore 600131 Tel: 65641234		Fax: 	Email: Hanokkoreanclass@gmail.comSupervisor: Ong Wann (Miss)		Main Curriculum: LINGUISTICS"
459,"Hao Lao Shi Education Centre [fka Hao Lao Shi Tuition Centre]Address: Blk 664 Yishun Avenue 4 #01-277  , Singapore 760664 Tel: 98535675		Fax: 	Email: du_feng@hotmail.comSupervisor: Du Feng		Main Curriculum: TUTORIAL"
460,"Hao Mu Education CentreAddress: 13 Jurong Lake Link #01-46 Lakeville , Singapore 648156 Tel: 97788237		Fax: 	Email: haomusgedu@gmail.comSupervisor: Bu Fan		Main Curriculum: TUTORIAL"
461,"Happy Chinese Learning CenterAddress: (Main) Blk 236 Yishun Ring Road #01-1016  , Singapore 760236 Tel: 90393555		Fax: 	Email: hclc106@gmail.comSupervisor: Liu Yabin (Miss)		Main Curriculum: TUTORIAL"
462,"Happy Chinese Learning CenterAddress: Blk 106 Yishun Ring Road #01-199 (2nd Storey)  , Singapore 760106 Tel: 90393555		Fax: 	Email: hclc106@gmail.comSupervisor: Liu Yabin (Miss)		Main Curriculum: TUTORIAL"
463,"Happy Tutors Learning CentreAddress: Blk 519 Jurong West Street 52 #01-169  , Singapore 640519 Tel: 65659126		Fax: 	Email: joinhappytutors@gmail.comSupervisor: Tan Lye Zhen		Main Curriculum: TUTORIAL"
464,"Harbourfront Learning CentreAddress: 1 Maritime Square #03-50 Harbourfront Centre , Singapore 099253 Tel: 62730928		Fax: 62730928	Email: lenaweichan@gmail.comSupervisor: Wei Te Ying, Lena (Ms)		Main Curriculum: ENRICHMENT"
465,"Harmony Piano StudioAddress: 144 Upper Bukit Timah Road #B1-09 Beauty World Centre , Singapore 588177 Tel: 64692324		Fax: 	Email: harmonymusic93@hotmail.comSupervisor: Zou Yang (Mdm)		Main Curriculum: FINE ARTS"
466,"Harmony Road Music SchoolAddress: 14A Kensington Park Road  , Singapore 557265 Tel: 64876678		Fax: 	Email: anna.goh@harmonyroadmusic.orgSupervisor: Goh Seng Sing, Anna (Mdm)		Main Curriculum: FINE ARTS"
467,"Harriet Education SchoolAddress: Blk 215 Bedok North Street 1 #02-85  , Singapore 460215 Tel: 64438066/64437860		Fax: 64435110	Email: harriet@ntti.net.sgSupervisor: Khor Wooi Quan		Main Curriculum: TUTORIAL"
468,"Harvest Learning CentreAddress: 1 Tampines Central 5 #03-12 CPF Tampines Building , Singapore 529508 Tel: 67894262		Fax: 	Email: chrischia68@gmail.comSupervisor: Moh Mei Yah (Mdm)		Main Curriculum: ENRICHMENT"
469,"Haven Tutorial and Enrichment CentreAddress: Blk 759 Choa Chu Kang North 5 #01-145  , Singapore 680759 Tel: 63144530		Fax: 63144531	Email: Supervisor: M Rajaratnam		Main Curriculum: TUTORIAL"
470,"HCL Education CentreAddress: Blk 279 Bishan Street 24 #01-56 (2nd Storey)  , Singapore 570279 Tel: 65549246		Fax: 64559067	Email: hcl_edu@hotmail.comSupervisor: Xie Hongqin (Mdm)		Main Curriculum: TUTORIAL"
471,"Heritage Learning CentreAddress: 2125 Sembawang Road Sembawang Community Centre , Singapore 758528 Tel: 67584183		Fax: 	Email: susantpf@gmail.comSupervisor: Teo Poh Fong, Susan (Mdm)		Main Curriculum: ENRICHMENT"
472,"HESS Education CentreAddress: 140 East Coast Road  , Singapore 428830 Tel: 63336915		Fax: 63336912	Email: enquiries@hess.com.sgSupervisor: Foo Suan Fang (Mdm)		Main Curriculum: ENRICHMENT"
473,"Horizon Tuition CentreAddress: Blk 152 Mei Ling Street #01-10  , Singapore 140152 Tel: 64713580		Fax: 64713580	Email: horizontuition@singnet.com.sgSupervisor: Chen Yan (Mdm)		Main Curriculum: TUTORIAL"
474,"Hougang Japanese Language SchoolAddress: Blk 204 Hougang Street 21 #04-113  , Singapore 530204 Tel: 62827590		Fax: 	Email: Supervisor: Kenji Kitahara		Main Curriculum: LINGUISTICS"
475,"Hougang Japanese Language School (Alexandra Branch)Address: Blk 123 Bukit Merah Lane 1 #04-82  , Singapore 150123 Tel: 62738434		Fax: 	Email: Supervisor: Kenji Kitahara		Main Curriculum: LINGUISTICS"
476,"Hua Cheng Education CentreAddress: 301 Upper Thomson Road #02-09 Thomson Plaza , Singapore 574408 Tel: 64583906		Fax: 64513122	Email: Supervisor: Teo Peck Hong (Miss)		Main Curriculum: LINGUISTICS"
477,"Hua Feng Cultural Learning CentreAddress: Blk 284 Bishan Street 22 #01-199, 2nd Storey (Level 2)  , Singapore 570284 Tel: 93362456		Fax: 	Email: huafengcultural@singnet.com.sgSupervisor: Wu Rui Xuan (Mdm)		Main Curriculum: TUTORIAL"
478,"Hua Language Centre [fka Hua Language Centre (United Square)]Address: (Main) 101 Thomson Road #03-25/26 United Square , Singapore 307591 Tel: 62555060		Fax: 62555503	Email: enquiries@hua.com.sgSupervisor: Wong Ngiap Hua (Mdm)		Main Curriculum: LINGUISTICS"
479,"Hua Language Centre [fka Hua Language Centre (United Square)]Address: 1 Seletar Road #02-09 The Greenwich , Singapore 807011 Tel: 65555780		Fax: 	Email: greenwich@hua.com.sgSupervisor: Wong Ngiap Hua (Mdm)		Main Curriculum: LINGUISTICS"
480,"Hua Language Centre [fka Hua Language Centre (United Square)]Address: 1 Woodlands Square #05-03 Causeway Point , Singapore 738099 Tel: 68947183		Fax: 	Email: causeway@hua.com.sgSupervisor: Wong Ngiap Hua (Mdm)		Main Curriculum: LINGUISTICS"
481,"Hua Sheng Education CentreAddress: 559 Bukit Timah Road #02-02C King's Arcade , Singapore 269695 Tel: 64639328		Fax: 	Email: hsgroup.edu@gmail.comSupervisor: Zhao Qian (Mdm)		Main Curriculum: TUTORIAL"
482,"Huayi Cultural Education CentreAddress: 1 Marine Parade Central #07-08 Parkway Centre , Singapore 449408 Tel: 63465028		Fax: 	Email: yczh2001@yahoo.com.sgSupervisor: Dong Jinmei (Mdm)		Main Curriculum: ENRICHMENT"
483,"Hui Tong Chinese Language SchoolAddress: Blk 266 Upper Bukit Timah Road #01-07/08/08A  , Singapore 588209 Tel: 67632385		Fax: 	Email: yuelin0816@yahoo.comSupervisor: Yue Lin (Ms)		Main Curriculum: LINGUISTICS"
484,"Humanities Hub Education CentreAddress: 1 Coleman Street #05-04A The Adelphi , Singapore 179803 Tel: 62642236		Fax: 	Email: info@humanitieshub.comSupervisor: Duan Kok Tuin Tuin (Miss)		Main Curriculum: TUTORIAL"
485,"HZ Chinese Language Education CentreAddress: Blk 214 Bedok North Street 1 #01-167  , Singapore 460214 Tel: 66183219		Fax: 	Email: cswedu@yahoo.com.sgSupervisor: Sun Wei (Mdm)		Main Curriculum: TUTORIAL"
486,
0,"I Campus Education HubAddress: Blk 131 Jurong East Street 13 #04-245  , Singapore 600131 Tel: 61001316		Fax: 68993634	Email: sannly@mycsingapore.com.sgSupervisor: Oei Fanny (Mdm)		Main Curriculum: ENRICHMENT"
1,"I Can Read Learning Centre (Ang Mo Kio)Address: Blk 728 Ang Mo Kio Avenue 6 #01-4218  , Singapore 560728 Tel: 65525122		Fax: 65521012	Email: icanreadamk@gmail.comSupervisor: Low Tee Kee		Main Curriculum: ENRICHMENT"
2,"I Can Read Learning Centre (Bukit Timah Plaza)Address: 1 Jalan Anak Bukit #02-01F Bukit Timah Plaza , Singapore 588996 Tel: 64621083		Fax: 64621078	Email: icrbukittimah@gmail.comSupervisor: Mellina Erda binte Nanwi (Miss)		Main Curriculum: ENRICHMENT"
3,"I Can Read Learning Centre (Forum)Address: 583 Orchard Road #07-04 Forum Galleria , Singapore 238884 Tel: 67337832		Fax: 67337832	Email: orchard@icanread.asiaSupervisor: Kua Poh Kwee (Mdm)		Main Curriculum: ENRICHMENT"
4,"I Can Read Learning Centre (Harbourfront)Address: 1 Maritime Square #03-08 Harbourfront Centre , Singapore 099253 Tel: 62750500		Fax: 62755813	Email: icrharbourfront@gmail.comSupervisor: Toh Chin Chin (Miss)		Main Curriculum: ENRICHMENT"
5,"I Can Read Learning Centre (Hougang)Address: 21 Hougang Street 51 #02-13A Hougang Green Shopping Mall , Singapore 538719 Tel: 63878083		Fax: 63870787	Email: chanchan@singnet.com.sgSupervisor: Low Tee Kee		Main Curriculum: ENRICHMENT"
6,"I Can Read Learning Centre (King's Arcade)Address: 559 Bukit Timah Road #02-01A King's Arcade , Singapore 269695 Tel: 64680486		Fax: 64683038	Email: latte2@singnet.com.sgSupervisor: Guek Ching Lim, Jennie (Mdm)		Main Curriculum: ENRICHMENT"
7,"I Can Read Learning Centre (Kovan)Address: Blk 205 Hougang Street 21 #04-00 Heartland Mall, Kovan , Singapore 530205 Tel: 63430320		Fax: 62896081	Email: kovan@icanread.com.sgSupervisor: 		Main Curriculum: ENRICHMENT"
8,"I Can Read Learning Centre (Pandan Valley)Address: 2 Pandan Valley #01-213 Acacia Court , Singapore 597626 Tel: 64686846		Fax: 64648311	Email: pandanvalley@icanread.asiaSupervisor: Neo Peh Hoon, Hazel (Miss)		Main Curriculum: ENRICHMENT"
9,"I Can Read Learning Centre (Pasir Ris)Address: 1 Pasir Ris Central Street 3 #05-06 Whitesands Shopping Centre , Singapore 518457 Tel: 65839369		Fax: 65813865	Email: 阿Supervisor: Yip Weng Seng		Main Curriculum: ENRICHMENT"
10,"I Can Read Learning Centre (Seng Kang)Address: 11 Rivervale Crescent #02-08 Rivervale Mall , Singapore 545082 Tel: 63885500		Fax: 63885501	Email: icanread.rivervale@gmail.comSupervisor: Yeo Lou Miang (Mdm)		Main Curriculum: ENRICHMENT"
11,"I Can Read Learning Centre (West Coast)Address: 154 West Coast Road #01-62 West Coast Plaza , Singapore 127371 Tel: 67780067		Fax: 67780037	Email: westcoastplaza@icanread.asiaSupervisor: Leela Devi d/o A Baskaran (Ms)		Main Curriculum: ENRICHMENT"
12,"I Can Read Learning Centre (Yishun)Address: Blk 102 Yishun Avenue 5 #03-125  , Singapore 760102 Tel: 67522198		Fax: 64840395	Email: yishun@icanread.asiaSupervisor: Tay Choon Wee		Main Curriculum: ENRICHMENT"
13,"I Love Learning Achievement CenterAddress: 3 Gateway Drive #04-09 Westgate , Singapore 608532 Tel: 97118963/64659218		Fax: 	Email: enquiry@ilovelearning.com.sgSupervisor: Lim Peifen		Main Curriculum: ENRICHMENT"
